"TSectors","Intensity"
"Business",14.7
"Criminals",17.2
"Defense",0
"Dissident",18.2
"Education",0
"Elite",10.3
"Executive",2.2
"Executive Office",0
"General Population",78.4
"Government",181.3
"Human Rights IGOs",36.2
"Human Rights NGOs",0
"Insurgents",91.2
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",5.8
"Labor",7.2
"Local",6.2
"Media",6.2
"Medical",0
"Military",0
"Muslim",0
"National Religious",5.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",103.1
"Protestors",93.2
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",90.2
"Shia",0
"Social",74.2
"Unidentified Forces",113.8
