"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",3.4
"Dissident",101.4
"Exiles",43.4
"General Population",78.4
"Government",23
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",8.4
"Medical",0
"Military",175.4
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",0
"Protestors",0
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",15.4
"Social",0
"Unidentified Forces",30.4
"Upper House",0
