"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Communist",0
"Criminals",7
"Dissident",22
"Education",0
"Environment Ministry",0
"General Population",0
"Government",23
"Government Major Party (In Government)",0
"Human Rights IGOs",7
"Human Rights NGOs",0
"Information",9
"Insurgents",0
"Labor",0
"Legislative",0
"Media",6
"Medical",0
"Military",0
"Municipal",0
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",12
"Protestors",9
"Provincial",0
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",99
"Transportation Business",0
"Unidentified Forces",0
"Women",0
