"TSectors","Intensity"
"Agricultural",0
"Business",8
"Christian",0
"Criminals",59.2
"Dissident",8
"Education",13
"Elections Ministry",0
"Exiles",0
"General Population",140.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",10
"Legal",18.6
"Marines",0
"Media",0.6
"Military",10.3
"Municipal",11
"National Religious",10
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",17
"Police",0
"Protestors",0
"Radicals",0
"Rebel",5
"Separatists",0
"Social",58.6
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",13
