"TSectors","Intensity"
"Agriculture",54.5
"Business",52.3
"Catholic",0
"Criminals",67.5
"Dissident",78.3
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",676.900000000001
"Government",0
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",0
"Labor Ministry",43.7
"Media",0
"Medical",23.1
"Military",44.5
"Military Intelligence",0
"Muslim",0
"National Religious",45.5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",50.5
"Police",172
"Protestors",50.5
"Provincial Party",34.1
"Radicals",0
"Rebel",0
"Refugees",0
"Social",961.900000000001
"Unidentified Forces",33.1
