"TSectors","Intensity"
"Business",42.4
"Criminals",0
"Defense",0
"Dissident",0
"Education",0
"Elite",0
"Executive",39.6
"Executive Office",0
"General Population",18.4
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",38.6
"Media",30.4
"Medical",0
"Military",36
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",41.4
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",38
"Unidentified Forces",0
