"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",9
"Dissident",41
"Education",0
"Elections Ministry",6.5
"General Population",45.5
"Government",162.8
"Human Rights IGOs",19
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",19
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",8.8
"Police",84
"Protestors",13.2
"Radicals",0
"Rebel",9
"Refugees",0
"Separatists",15
"Social",49.2
"State Media",0
"Unidentified Forces",0
