"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",7
"Dissident",27
"Education",0
"Elite",331
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",0
"Government",167.9
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",105
"Muslim",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",10
"Parties",5
"Police",15
"Protestors",0
"Rebel",0
"Refugees",0
"Social",344.5
"Unidentified Forces",58.6
