"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",21.2
"Dissident",0
"Elections Ministry",0
"Exiles",0
"General Population",41.7
"Government",47.7
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",44.7
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",44.7
"Media",0
"Medical",0
"Military",27.7
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",66.7
"Protestors",73.7
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",82.7
"State Media",0
