"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",96.4
"Dissident",145
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",89.2
"Government",60.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",106.4
"Kurd (Ethnic Group)",0
"Labor",0
"Labor NGOs",0
"Legal",86.4
"Media",0
"Military",89.4
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",0
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",85.4
