"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",20.4
"Education",0
"Elections Ministry",0
"General Population",19.4
"Government",30
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",17.4
"Legal",0
"Legislative",3.4
"Media",0
"Military",0
"Municipal",0
"National Religious",12.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",3.4
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",33.4
"Social",16.6
"State Media",0
"Unidentified Forces",7.4
