"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",16.8
"Dissident",14.1
"Education",0
"Executive Office",11.8
"General Population",25.4
"Government",62.9
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",21.8
"International Religious",3.8
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",11.8
"Local",0
"Media",11.8
"Military",4.8
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",0
"Police",16.8
"Protestors",13.8
"Radicals",31.8
"Rebel",16.8
"Refugees",0
"Separatists",12.3
"Social",44.8
"Unidentified Forces",0
