"TSectors","Intensity"
"Agricultural",23
"Business",10
"Catholic",0
"Criminals",98
"Dissident",23.3
"Education",0
"Entertainment",15
"Environment Ministry",0
"General Population",0
"Government",104.1
"Human Rights NGOs",0
"International Religious",11
"Justice",0
"Labor",5.6
"Legal",23.6
"Legislative",0
"Local",13
"Media",15
"Medical",0
"Military",24
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",9
"Police",46.5
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",352.3
"Television Entertainment",0
"Unidentified Forces",32
"Upper House",0
